Item Code,Name,Icon URL,Thumbnail URL
"DUN CHAR138","F Initial Charm","https://drive.google.com/file/d/1lAJHYISSgQdzwj1uK4M8maI5mBrMLexo/view?usp=drive_link","https://drive.google.com/file/d/1lAJHYISSgQdzwj1uK4M8maI5mBrMLexo/view?usp=drive_link"
"DUN CHAR139","P Initial Charm","https://drive.google.com/file/d/1rbX2BimF319qrQkG-GWEqGztYwYpuN45/view?usp=drive_link","https://drive.google.com/file/d/1rbX2BimF319qrQkG-GWEqGztYwYpuN45/view?usp=drive_link"
"DUN CHAR14","Multicolour Football Spark Charm","https://drive.google.com/drive/folders/1bnWFJvjLwv6xyhMNuyPk-nOAO9uLyidi?usp=drive_link","https://drive.google.com/drive/folders/1bnWFJvjLwv6xyhMNuyPk-nOAO9uLyidi?usp=drive_link"
"DUN CHAR15","Pink Popsicle Charm","https://drive.google.com/drive/folders/1WrU9IS8CJVs0qVaTqupWAsDLL7R8C_Kz?usp=drive_link","https://drive.google.com/drive/folders/1WrU9IS8CJVs0qVaTqupWAsDLL7R8C_Kz?usp=drive_link"
"DUN CHAR16","Acorn Strength Charm","https://drive.google.com/drive/folders/172yIADC134nTPeE7Da1deqZE3Wa570o5?usp=drive_link","https://drive.google.com/drive/folders/172yIADC134nTPeE7Da1deqZE3Wa570o5?usp=drive_link"
"DUN CHAR17","Croissant Charm","https://drive.google.com/drive/folders/1vRozX_wWXVX6mL0a_l_7JXmu6eMf_OR2?usp=drive_link","https://drive.google.com/drive/folders/1vRozX_wWXVX6mL0a_l_7JXmu6eMf_OR2?usp=drive_link"
"DUN CHAR18","Mango Bliss Charm","https://drive.google.com/drive/folders/1iniwAaYgdt4R6LVDoWr5VIvrUGIMc_M9?usp=drive_link","https://drive.google.com/drive/folders/1iniwAaYgdt4R6LVDoWr5VIvrUGIMc_M9?usp=drive_link"
"DUN CHAR19","Avocado Love Charm","https://drive.google.com/drive/folders/1EZLfuDtozsbmbcsRqGRbpY-GBFUCn-ee?usp=drive_link","https://drive.google.com/drive/folders/1EZLfuDtozsbmbcsRqGRbpY-GBFUCn-ee?usp=drive_link"
"DUN CHAR20","Orange Zest Charm","https://drive.google.com/drive/folders/1vH6aMwh-RdPfC72LPJHbiXkPkBHZ-8FI?usp=drive_link","https://drive.google.com/drive/folders/1vH6aMwh-RdPfC72LPJHbiXkPkBHZ-8FI?usp=drive_link"
"DUN CHAR21","Mystic Mushroom Charm","https://drive.google.com/drive/folders/1nSgMpdJT4QOlFI3RAJVcb62ek8TgK3k5?usp=drive_link","https://drive.google.com/drive/folders/1nSgMpdJT4QOlFI3RAJVcb62ek8TgK3k5?usp=drive_link"
"DUN CHAR22","Sunny Toast Charm","https://drive.google.com/drive/folders/1CZoCzn8lWUzy_NtBXuj0YrLUgbp4cNed?usp=drive_link","https://drive.google.com/drive/folders/1CZoCzn8lWUzy_NtBXuj0YrLUgbp4cNed?usp=drive_link"
"DUN CHAR23","Cherry Pop Charm","https://drive.google.com/drive/folders/18dFVslhUqpm2Ydi_OzjE_zKyNCJ1b-hw?usp=drive_link","https://drive.google.com/drive/folders/18dFVslhUqpm2Ydi_OzjE_zKyNCJ1b-hw?usp=drive_link"
"DUN CHAR24","Burger Bite Charm","https://drive.google.com/drive/folders/10dfKUjbzMC8ncEpl0wqBadeJO736Yw6M?usp=drive_link","https://drive.google.com/drive/folders/10dfKUjbzMC8ncEpl0wqBadeJO736Yw6M?usp=drive_link"
"DUN CHAR25","Banana Fun Charm","https://drive.google.com/drive/folders/1BtKY2Np_MsKYhpdnPMCssyZCtSdK_pPn?usp=drive_link","https://drive.google.com/drive/folders/1BtKY2Np_MsKYhpdnPMCssyZCtSdK_pPn?usp=drive_link"
"DUN CHAR26","Hotdog Charm","https://drive.google.com/drive/folders/1WCLFhhAHr8EmIr9HYCROYBOkw_IKuXYI?usp=drive_link","https://drive.google.com/drive/folders/1WCLFhhAHr8EmIr9HYCROYBOkw_IKuXYI?usp=drive_link"
"DUN CHAR27","Donut Delight Charm","https://drive.google.com/drive/folders/1NSzfcDFVQQDuFslybsgRYAXUQCNc1XX-?usp=drive_link","https://drive.google.com/drive/folders/1NSzfcDFVQQDuFslybsgRYAXUQCNc1XX-?usp=drive_link"
"DUN CHAR28","Golden Croissant Charm","https://drive.google.com/drive/folders/1JTKVfi7OsfYiZo6YLHlqSZnSv6FOdaiN?usp=drive_link","https://drive.google.com/drive/folders/1JTKVfi7OsfYiZo6YLHlqSZnSv6FOdaiN?usp=drive_link"
"DUN CHAR29","Avocado Toast Charm","https://drive.google.com/drive/folders/1KYBXpYUeYlaNpBULuF4ngIT86YqAvSKM?usp=drive_link","https://drive.google.com/drive/folders/1KYBXpYUeYlaNpBULuF4ngIT86YqAvSKM?usp=drive_link"
"DUN CHAR30","Mango Charm","https://drive.google.com/drive/folders/1W_xbcCRxZqES6-K1IVUn9C9CfpDDtrMA?usp=drive_link","https://drive.google.com/drive/folders/1W_xbcCRxZqES6-K1IVUn9C9CfpDDtrMA?usp=drive_link"
"DUN CHAR31","Grapes Charm","https://drive.google.com/drive/folders/172UXHiwb7odUQanUmVxbFCbKzxii7Xw1?usp=drive_link","https://drive.google.com/drive/folders/172UXHiwb7odUQanUmVxbFCbKzxii7Xw1?usp=drive_link"
"DUN CHAR32","Popsicle Charm","https://drive.google.com/drive/folders/1vUNiVbkvt9S2OO_tAjjeZdPUcof3ZIKt?usp=drive_link","https://drive.google.com/drive/folders/1vUNiVbkvt9S2OO_tAjjeZdPUcof3ZIKt?usp=drive_link"
"DUN CHAR33","Aurora Croissant Charm","https://drive.google.com/drive/folders/17X9XtSji8qew6ZoZM4HY9wyPkq8nZGWg?usp=drive_link","https://drive.google.com/drive/folders/17X9XtSji8qew6ZoZM4HY9wyPkq8nZGWg?usp=drive_link"
"DUN CHAR34","Pink Donut with Golden Sprinkles Charm 🍩✨","https://drive.google.com/drive/folders/1Fheytl4sltKmSXlV8HmBaDyonaOHreZs?usp=drive_link","https://drive.google.com/drive/folders/1Fheytl4sltKmSXlV8HmBaDyonaOHreZs?usp=drive_link"
"DUN CHAR35","Papaya Charm 🧡🥭","https://drive.google.com/drive/folders/1c8hxAW3jwCowQgQeYEtcoM4eEe79TZIp?usp=drive_link","https://drive.google.com/drive/folders/1c8hxAW3jwCowQgQeYEtcoM4eEe79TZIp?usp=drive_link"
"DUN CHAR36","Strawberry Shortcake Charm 🍓🍰","https://drive.google.com/drive/folders/1_mqQOHpzeYzUAIVWedEpxV45XQm_LlzN?usp=sharing","https://drive.google.com/drive/folders/1_mqQOHpzeYzUAIVWedEpxV45XQm_LlzN?usp=sharing"
"DUN CHAR37","Coffee Cup Charm ☕✨","https://drive.google.com/drive/folders/1TriuTZ-L2FaaM_-Hfxrk6y4TIHpLTJhf?usp=drive_link","https://drive.google.com/drive/folders/1TriuTZ-L2FaaM_-Hfxrk6y4TIHpLTJhf?usp=drive_link"
"DUN CHAR38","Celestial Eye Charm","https://drive.google.com/drive/folders/1E_6aC7iDIzX6JfAJ2lhJMFd2SLnx-d1u?usp=drive_link","https://drive.google.com/drive/folders/1E_6aC7iDIzX6JfAJ2lhJMFd2SLnx-d1u?usp=drive_link"
"DUN CHAR39","Midnight Eye Charm","https://drive.google.com/drive/folders/1mSTVlN42fIMBQSo-zHpLmMwYgEGj4BIt?usp=drive_link","https://drive.google.com/drive/folders/1mSTVlN42fIMBQSo-zHpLmMwYgEGj4BIt?usp=drive_link"
"DUN CHAR40","Guardian Eye Charm 🧿✨","https://drive.google.com/drive/folders/1_-7JsakW9M8JvCFgTLb8Wv2MoTl6vXiw?usp=drive_link","https://drive.google.com/drive/folders/1_-7JsakW9M8JvCFgTLb8Wv2MoTl6vXiw?usp=drive_link"
"DUN CHAR41","Radiant Eye Charm ✨👁️","https://drive.google.com/drive/folders/1zdYeUbYyxyAomKRHvGtPT-tempZYQr__?usp=drive_link","https://drive.google.com/drive/folders/1zdYeUbYyxyAomKRHvGtPT-tempZYQr__?usp=drive_link"
"DUN CHAR42","Luminous Eye Charm 🌌👁️","https://drive.google.com/drive/folders/1GdOcuw6aSMZS472S83m4UEciAcpU4GJZ?usp=drive_link","https://drive.google.com/drive/folders/1GdOcuw6aSMZS472S83m4UEciAcpU4GJZ?usp=drive_link"
"DUN CHAR43","Sentinel Eye Charm","https://drive.google.com/drive/folders/1ugmbV_wF38XhnKIduZF9xwSjbCXF24h0?usp=drive_link","https://drive.google.com/drive/folders/1ugmbV_wF38XhnKIduZF9xwSjbCXF24h0?usp=drive_link"
"DUN CHAR44","Radiant Eye Charm","https://drive.google.com/drive/folders/1pW75ty0utWqrdp5cBdSEaHzVeGNvFJgI?usp=drive_link","https://drive.google.com/drive/folders/1pW75ty0utWqrdp5cBdSEaHzVeGNvFJgI?usp=drive_link"
"DUN CHAR45","Blush Teardrop Eye Charm","https://drive.google.com/drive/folders/1bEnveizEaUpCOuMfvdgpzEg9NRN9WJ3p?usp=drive_link","https://drive.google.com/drive/folders/1bEnveizEaUpCOuMfvdgpzEg9NRN9WJ3p?usp=drive_link"
"DUN CHAR46","Guardian Heart Eye Charm","https://drive.google.com/drive/folders/1NnJUnu3hxuaYFV9J3fp2q8h3IKPUCuap?usp=drive_link","https://drive.google.com/drive/folders/1NnJUnu3hxuaYFV9J3fp2q8h3IKPUCuap?usp=drive_link"
"DUN CHAR47","Aqua Vision Charm","https://drive.google.com/drive/folders/1QWCd_bfwk6layr58cBrfXeetc13-1K3U?usp=drive_link","https://drive.google.com/drive/folders/1QWCd_bfwk6layr58cBrfXeetc13-1K3U?usp=drive_link"
"DUN CHAR48","North Star Charm","https://drive.google.com/drive/folders/1GQp0wkcYyoHb6_1HW2DLO17X1VLFgFeZ?usp=drive_link","https://drive.google.com/drive/folders/1GQp0wkcYyoHb6_1HW2DLO17X1VLFgFeZ?usp=drive_link"
"DUN CHAR49","Guardian Hand Charm","https://drive.google.com/drive/folders/1gNFK_Iwp8UXN8H_7bz9VqFSl-ynkVV5o?usp=drive_link","https://drive.google.com/drive/folders/1gNFK_Iwp8UXN8H_7bz9VqFSl-ynkVV5o?usp=drive_link"
